surname,customer_id,country,age,gender,balance,num_products,tenure,credit_card,active_member,credit_score,salary,churn
Trevisani,15796496,France,31,Female,137687.72,1,8,1,0,631,190067.12,0
Akabueze,15815690,Spain,40,Female,113348.5,1,3,1,1,614,77789.01,0
Dunn,15631739,Spain,24,Male,122109.78,1,10,1,1,704,127654.37,0
Martin,15625584,France,32,Male,120452.4,2,2,0,0,786,79602.86,0
Donaldson,15802466,France,53,Female,0,2,7,1,1,534,80619.17,0
McClinton,15697028,Spain,34,Male,65812.35,2,0,0,1,590,160346.3,0
Bentley,15575759,Spain,40,Female,54428.37,1,3,1,0,583,109638.78,1
Ibezimako,15567442,France,75,Female,0,2,3,1,1,656,1276.87,0
Thomson,15746805,France,33,Male,0,2,9,1,0,597,49374.82,0
Ch'in,15636330,Germany,48,Female,143279.58,2,1,1,0,588,31580.8,1
Holbrook,15714970,Germany,32,Male,103846.65,1,0,1,0,667,20560.69,0
Solomina,15653784,France,37,Male,125190.86,1,2,0,1,627,84584.69,0
McDonald,15693543,France,33,Female,0,2,8,0,1,708,15246.83,0
Dennis,15773283,France,65,Male,38340.02,1,6,1,0,641,32607.77,1
Faulk,15742534,Germany,28,Female,123802.98,2,2,1,1,527,155846.69,0
Dale,15569878,France,37,Male,96651.03,1,3,1,1,592,3232.82,0
Gorbunov,15729454,France,33,Male,0,2,8,1,0,465,177668.55,0
Farrell,15578375,France,39,Male,0,2,6,0,0,628,134441.6,0
De Luca,15785559,France,43,Male,133237.21,1,1,1,0,678,111032.79,1
Walker,15649414,France,61,Female,142105.35,1,6,1,1,570,45214.04,0
Forster,15701605,France,37,Male,166115.42,1,1,1,0,815,67208.3,0
Brown,15686696,France,37,Female,81070.34,2,6,1,0,817,80985.88,0
Monaldo,15625586,France,35,Male,0,1,4,1,1,717,167573.06,0
Wu,15654975,France,53,Female,123835.52,2,0,0,1,641,160110.65,0
Pan,15782993,France,51,Male,123401.43,2,10,1,1,624,127825.25,0
Longo,15774382,Germany,49,Male,169377.31,1,4,1,1,579,123535.05,0
Findlay,15689602,France,38,Male,130015.24,1,2,1,1,698,41595.3,0
Fu,15756155,France,32,Male,0,2,4,0,1,645,97628.08,0
Yin,15812647,France,34,Male,133936.04,2,8,1,0,691,91359.79,0
Hamilton,15736043,France,34,Male,114543.27,1,6,1,1,638,97755.29,0
Miller,15696744,France,31,Female,119794.67,1,3,0,0,705,182528.44,0
Hsing,15602572,France,33,Male,0,2,9,1,1,720,142956.48,0
Mitchell,15674765,Spain,44,Male,0,1,4,1,0,553,10789.3,0
Chamberlin,15678725,France,29,Female,0,2,8,0,1,658,130461.09,0
Buttenshaw,15694444,Germany,32,Female,157138.99,3,8,1,0,648,190994.48,1
Anayochukwu,15795878,Spain,45,Male,0,2,3,1,1,636,159463.8,0
Wallace,15735346,Germany,41,Female,136733.24,1,10,1,1,527,57589.29,0
Calabresi,15687094,Germany,28,Female,82498.14,2,9,0,0,717,40437.67,0
Sun,15790067,Spain,39,Male,151914.93,1,3,0,0,614,56459.45,0
Tuan,15605742,France,43,Male,80090.93,1,0,1,0,737,39920,1
Nazarova,15566740,Spain,51,Male,83739.32,1,3,0,1,587,148798.45,0
Bryant,15664897,France,35,Female,181166.44,1,2,1,1,682,63737.19,1
Pai,15585777,France,38,Male,130588.82,1,3,1,1,710,154997.64,0
Power,15650864,France,42,Male,0,2,6,1,0,507,34777.23,0
Hao,15806709,Germany,33,Male,94126.67,1,6,0,0,609,93718.16,0
McMillan,15633818,France,32,Male,0,2,9,1,0,786,133112.41,0
Merrett,15713845,France,38,Male,148045.68,1,7,1,0,688,175479.92,1
Phillips,15639662,France,38,Male,0,2,2,1,0,710,96.27,0
De Luca,15567013,Spain,33,Male,0,2,3,1,0,779,30804.68,0
Tu,15777784,France,44,Female,168165.84,1,6,0,1,733,197193.49,0
Elder,15800251,Germany,26,Female,72835.56,2,10,1,0,583,96792.15,0
Dilke,15651315,France,41,Male,0,2,3,1,0,627,132719.8,0
Panicucci,15651450,Germany,31,Male,123212.08,2,3,1,1,666,112157.31,0
Mason,15784218,Spain,38,Male,0,2,0,1,1,620,38015.34,0
Townsend,15572398,Spain,39,Female,0,2,6,1,1,614,164018.98,0
Gunson,15707962,France,40,Male,119501.88,2,6,1,0,606,46774.94,0
Milano,15705663,Germany,39,Female,144550.83,2,5,1,1,700,189664.43,0
Macleod,15645355,Germany,34,Male,126729.41,1,3,1,1,677,26106.39,1
Olisaemeka,15729557,Germany,36,Male,119984.07,1,5,1,0,850,191535.11,1
Gleeson,15631436,France,35,Male,0,1,4,1,0,564,158937.55,0
Martin,15583073,Spain,56,Female,0,1,2,1,1,771,25222.6,1
Liao,15614361,Spain,42,Male,121490.05,1,9,1,1,620,29296.74,0
Sung,15724684,Spain,46,Male,91897.8,1,5,1,0,610,54394.28,0
Lai,15700083,Spain,39,Male,139443.75,2,2,1,0,609,9234.06,0
Cartwright,15636541,Germany,35,Male,144961.97,1,5,0,1,683,26796.73,0
Wu,15796015,Germany,42,Male,126041.02,1,3,0,1,633,11796.89,0
Ch'in,15787222,Germany,28,Male,69459.05,2,1,1,1,676,128461.29,0
Biryukov,15594270,France,38,Male,198338.77,2,7,1,1,693,14278.18,0
Ting,15701524,France,36,Male,0,2,0,1,0,709,46811.77,0
P'eng,15645847,Germany,35,Male,109196.66,3,2,1,0,569,109393.19,1
Niu,15708867,Spain,38,Female,134168.5,3,3,1,0,684,3966.5,1
Mellor,15613140,France,34,Male,0,1,6,1,1,565,63173.64,0
Power,15628893,France,29,Male,0,1,8,1,0,681,66367.33,0
Arcuri,15764073,Spain,36,Female,0,2,9,1,1,503,16274.67,0
Lang,15782879,France,40,Male,0,2,2,1,1,656,180553.48,0
Eve,15635964,Germany,65,Male,120100.41,1,4,1,0,566,107563.16,1
Ch'in,15726087,France,62,Female,0,1,5,1,1,592,100941.57,0
Napolitani,15726313,Spain,50,Female,0,2,5,1,0,687,110230.4,0
Barker,15578073,Spain,22,Male,0,2,8,0,0,686,142331.85,0
Whitfield,15786249,Spain,30,Male,0,2,2,1,0,616,199099.51,0
Stradford,15812850,Spain,67,Male,0,2,5,1,1,494,85890.16,0
Brownlow,15596972,France,38,Male,0,1,3,0,0,534,143938.27,0
Dunn,15620579,Spain,31,Female,0,2,8,0,1,695,131644.41,0
DeRose,15768270,Spain,31,Female,0,2,9,1,0,579,112395.98,0
Wang,15656597,Germany,38,Male,135559.8,2,2,1,1,432,71856.3,0
Hobbs,15699446,Germany,25,Female,150355.35,2,2,1,1,816,35770.84,0
Anderson,15615004,France,37,Female,0,2,1,1,1,730,124364.63,0
Ugochukwu,15704771,France,35,Female,133489.12,2,6,1,1,593,78101.29,0
Kirsova,15588372,Germany,37,Female,105489.31,1,9,0,0,715,143096.49,1
Tsou,15681439,Germany,25,Male,60205.2,2,10,1,0,775,14073.11,0
Ozerova,15607509,France,38,Male,0,2,5,1,0,539,47388.41,0
Li,15670343,Spain,19,Male,0,2,6,0,0,576,72306.07,0
Fyans,15597968,Spain,50,Male,0,1,7,1,0,617,184839.7,1
Freeman,15658432,France,40,Male,0,1,6,1,1,688,47886.44,0
Chiu,15616431,France,33,Male,0,1,4,0,1,608,130474.03,0
Iadanza,15796957,Spain,35,Male,0,3,9,0,1,597,73181.39,1
Ferguson,15815552,France,42,Female,112333.63,1,6,1,1,670,65706.86,0
Kelly,15631871,Germany,57,Female,116936.81,1,7,1,1,616,104379.36,0
She,15635870,Germany,50,Female,117721.02,1,5,0,1,579,192146.63,1
Christie,15596713,France,37,Male,165896.22,2,7,1,1,786,66977.68,0
Creel,15684211,Spain,44,Female,153656.85,1,9,1,0,704,158742.81,0
Thompson,15760521,France,50,Female,94164,1,1,1,1,796,189414.74,0
Lazareva,15608408,Spain,39,Male,0,2,1,1,0,598,159130.32,0
Boni,15804721,France,49,Male,191808.73,1,0,0,0,602,97640.2,0
Evseev,15730272,France,58,Male,152199.33,1,5,1,1,619,86022.09,0
Marino,15741988,Germany,52,Female,125396.24,1,8,1,0,492,10014.72,1
Mackenzie,15771728,Germany,41,Male,104405.54,3,7,1,0,641,17384.21,0
Sutherland,15605113,France,27,Female,133801.49,1,1,1,1,518,143315.57,0
Nicolay,15661945,Spain,40,Female,0,3,4,1,0,623,31669.18,0
Lori,15783816,France,28,Female,0,2,5,0,0,733,12761.16,0
Piazza,15721207,Germany,42,Male,100047.33,1,6,1,0,625,93429.95,0
Somerville,15764072,France,31,Female,109848.6,1,1,1,1,759,42012.55,0
Christie,15689412,France,32,Female,127849.38,1,7,1,0,604,15798.7,0
Grave,15798385,Spain,46,Female,0,2,3,1,1,512,56408.14,0
Lori,15775339,France,29,Female,95947.76,1,8,1,0,520,4696.44,0
Iloerika,15585256,Spain,26,Male,0,2,2,1,1,805,25042.1,0
Muir,15797329,France,43,Male,137638.69,1,4,1,0,626,130442.08,1
Pauley,15780220,France,38,Male,0,1,10,1,1,656,136521.82,0
Kao,15648951,Spain,41,Male,0,2,7,1,1,785,199108.88,0
Grant,15752409,France,31,Male,0,2,6,0,0,553,124596.63,0
Chukwuma,15807524,France,44,Female,0,2,4,0,0,569,134394.78,0
Vincent,15766649,France,38,Male,89416.99,1,10,0,0,670,144275.39,0
Lazareva,15696812,Spain,42,Male,0,2,6,1,1,586,123410.23,0
Ch'ien,15581295,Spain,45,Female,0,1,1,1,0,617,143298.06,0
Bishop,15663234,France,60,Female,143262.04,1,7,1,1,508,129562.74,0
Chibuzo,15741417,Spain,35,Female,119656.45,2,7,1,1,624,4595.05,0
Chang,15695174,France,29,Male,132954.64,1,4,1,1,654,146715.07,0
Calabrese,15665168,Germany,44,Female,105206.7,2,3,1,1,681,163558.36,0
Tokaryev,15601503,Spain,28,Male,0,2,4,0,0,578,6947.09,0
Logan,15706131,Spain,37,Female,83061.26,2,9,1,0,621,9170.54,0
Ozerova,15782758,France,40,Male,147650.68,1,5,1,1,632,199674.83,0
Goering,15591091,France,44,Male,73348.56,1,5,1,0,644,157166.79,1
Lo,15715877,France,28,Male,0,2,2,1,0,821,46072.52,0
Simmons,15756918,France,38,Female,0,2,2,0,0,754,3524.69,0
Maduabuchim,15746662,Spain,27,Female,116320.68,1,1,0,1,568,45563.94,0
Linger,15626679,France,33,Male,0,2,3,0,1,584,59103.13,0
Yeh,15793343,France,29,Female,0,2,8,1,1,549,189558.44,0
Stevenson,15576774,France,38,Female,0,2,7,0,0,729,45779.9,0
Ifeatu,15801316,France,61,Male,66250.71,1,8,1,1,523,21859.06,0
Kenechukwu,15800514,Germany,24,Female,95675.62,2,2,0,0,477,162699.7,1
Learmonth,15662232,Germany,42,Male,92616.64,2,2,1,0,675,8567.18,0
Dickson,15737778,Spain,41,Female,0,1,4,1,0,782,132943.88,0
Volkova,15782096,Spain,36,Female,0,1,6,1,1,616,12916.32,1
Mitchell,15783522,Spain,37,Female,100565.94,1,8,1,1,738,128799.86,0
Wong,15785373,Spain,42,Female,190305.78,1,5,1,0,717,99347.8,1
James,15756272,Germany,35,Female,118536.4,1,9,1,0,526,40980.87,1
Shao,15615245,France,19,Male,127649.64,1,5,1,1,660,40368.65,0
Walton,15600174,France,35,Male,165358.77,1,7,0,1,525,94738.54,0
Stanley,15752956,Spain,29,Male,0,2,6,1,1,629,88842.8,0
Watson,15644882,Germany,36,Female,78249.53,1,10,1,0,616,136934.91,0
Folliero,15766272,Germany,61,Female,125193.96,1,0,1,1,521,109356.53,0
Fitzgerald,15800620,France,29,Female,0,2,9,0,0,691,199635.93,0
Garner,15569764,Germany,41,Female,154007.21,1,2,1,0,687,158408.23,0
Folliero,15747458,Spain,43,Female,133214.88,2,3,1,1,677,95936.84,0
Liao,15573171,Spain,63,Male,146202.93,1,1,1,1,695,126688.83,1
Lucchesi,15736769,France,27,Female,0,2,9,1,0,663,150850.29,0
Chan,15763381,France,30,Male,90963.49,1,0,0,1,496,27802,0
Ma,15814430,Spain,41,Male,0,1,9,1,0,747,32430.94,1
Nwabugwu,15638607,France,52,Female,0,1,2,1,0,546,137332.37,1
P'eng,15737133,Spain,68,Male,114386.85,1,4,1,1,706,28601.68,0
Andrews,15613945,France,26,Female,0,2,5,1,0,472,108411.66,0
Otutodilinna,15659937,France,40,Female,0,2,7,0,1,703,122518.5,0
Grant,15765287,France,38,Female,0,2,2,1,0,850,9015.07,0
Abramovich,15661723,Spain,71,Male,137260.78,1,4,0,1,667,94433.08,1
Komarova,15766064,France,33,Male,111060.05,2,9,1,0,559,110371.84,0
Otutodilichukwu,15649616,Spain,60,Male,124447.73,1,7,1,1,636,141364.62,1
Donaldson,15719017,France,34,Female,0,2,8,1,1,672,16245.25,0
Duggan,15720919,France,42,Male,0,1,7,0,1,667,108348.94,1
Chinwendu,15706706,Germany,33,Male,135310.41,2,7,0,1,648,171668.2,0
Hamilton,15709653,France,32,Male,0,2,8,1,0,497,67364.42,0
Smith,15805104,France,73,Female,0,2,6,0,1,743,107867.38,0
Mazzi,15622442,France,29,Male,0,2,5,1,0,619,194310.1,0
Krischock,15572801,Spain,34,Male,139393.19,2,5,0,0,639,33950.08,0
Kent,15767598,Spain,28,Male,0,2,8,0,0,540,197588.32,0
Binder,15757897,France,26,Female,104258.8,1,3,1,1,766,428.23,0
Zubarev,15568104,France,26,Female,0,2,6,0,1,749,34948.77,0
Degtyarev,15763414,Germany,32,Male,113447.01,1,9,1,0,655,82084.3,0
Obialo,15732265,France,33,Male,0,2,9,1,0,630,64804.59,0
Davydova,15621974,Germany,33,Female,111063.73,2,4,1,0,778,83556.65,0
Teng,15803947,Germany,30,Female,161378.02,1,6,0,0,757,71926.28,1
Hsing,15720706,Spain,39,Female,82766.43,1,2,1,1,529,122925.44,0
Coleman,15759290,Spain,29,Male,0,2,9,1,0,620,13133.88,0
Wilder,15651664,France,61,Female,104267.7,1,1,1,0,615,62845.64,1
Molineux,15795132,France,25,Female,91718.8,1,3,0,0,735,28411.23,0
Cocci,15811565,Spain,47,Female,63488.7,1,3,0,1,705,28640.92,1
Chikwendu,15713774,Spain,46,Female,12459.19,1,6,0,0,644,156787.34,1
Fraser,15691840,Germany,37,Female,159863.9,2,6,0,1,505,125307.87,0
Lai,15682021,Germany,23,Male,104592.55,2,6,1,0,471,131736.23,0
Korovin,15612931,Spain,50,Female,132088.59,1,4,1,1,722,128262.14,0
Sidorov,15676707,Spain,39,Female,0,2,4,1,0,577,91366.42,0
Ibrahimova,15601383,Spain,44,Male,120654.68,1,5,1,0,744,82290.81,0
Duigan,15662662,France,30,Female,0,2,6,1,0,573,66190.21,0
Taylor,15752694,France,32,Female,83772.95,1,4,0,1,653,23920.65,0
Donaldson,15590683,France,31,Female,172325.67,1,6,0,1,660,45438.38,0
Jobson,15773591,France,46,Male,117685.31,2,7,1,1,787,93360.35,0
Lu,15723620,France,41,Male,0,2,7,0,1,617,14496.67,0
Nebechi,15671779,France,39,Male,0,2,5,0,0,567,168521.72,0
Cross,15672966,Spain,64,Female,0,2,9,1,1,682,103318.44,0
Wallace,15624667,France,35,Male,135871.5,1,6,1,1,684,87219.41,0
Perreault,15812888,France,41,Male,0,4,3,1,1,447,197490.39,1
Manna,15724154,Germany,49,Female,128504.76,1,4,1,0,625,126812.63,1
Hsiung,15749540,France,36,Male,0,2,7,1,0,585,94283.09,0
Gibbons,15621063,France,42,Female,56228.25,1,8,1,0,516,46857.52,0
Algeranoff,15661626,Germany,45,Female,98792.4,1,6,1,0,732,81491.7,1
Doherty,15698703,Germany,40,Male,181768.32,2,5,1,1,628,129107.97,0
Rowe,15801431,Spain,48,Female,101198.01,1,9,1,1,682,49732.9,0
Yates,15649451,France,25,Male,0,2,9,0,1,746,88728.47,0
Galloway,15626156,France,60,Female,0,2,3,1,1,655,86981.45,0
Genovese,15606158,France,39,Female,0,1,9,1,0,644,3740.93,0
Arrington,15589496,France,34,Male,139064.06,2,5,0,0,778,67949.32,0
Miah,15730345,France,35,Female,104508.1,1,2,1,1,617,147636.46,0
Chijindum,15572038,Germany,35,Male,113948.58,1,9,1,0,660,188891.96,1
Ferguson,15643439,France,47,Male,0,2,10,0,1,537,25482.62,0
Smith,15604158,France,39,Female,0,2,10,1,1,554,18391.93,0
Marshall,15657396,France,31,Male,0,2,9,0,1,806,140168.36,0
P'an,15709478,Germany,37,Male,117524.72,2,1,0,1,611,161064.29,0
Burton,15628824,France,37,Female,160389.82,1,5,0,1,665,183542.08,0
Kamdibe,15814519,France,37,Female,0,2,7,1,0,648,194238.92,0
Milani,15636520,France,27,Male,125547.53,1,1,0,0,692,7900.46,0
Forbes,15794414,Spain,46,Male,92783.68,1,6,1,1,507,51424.29,0
Chiekwugo,15643671,Germany,49,Male,97036.22,2,5,1,0,696,152450.84,1
Cousens,15700650,France,34,Male,0,2,3,0,0,681,55816.2,0
Ross,15680224,France,26,Female,0,2,6,1,1,687,32909.13,0
Wood,15784286,Spain,40,Male,102145.13,1,5,1,1,641,100637.07,0
Hawks,15693996,France,33,Female,113452.66,1,1,0,0,507,142911.99,0
T'ien,15764343,Spain,46,Female,155681.72,1,8,1,0,688,26287.21,0
Ting,15704168,Germany,38,Male,127475.24,1,8,0,0,535,60775.76,1
Thynne,15680197,France,41,Male,0,2,10,1,1,701,146257.77,0
Wang,15633729,France,43,Male,112751.13,1,10,1,1,488,28332,0
Maclean,15577683,France,29,Female,0,2,4,1,1,539,100919.19,0
Watson,15800746,France,45,Male,144889.18,1,7,1,1,674,102591.9,1
Gibson,15788686,Spain,40,Male,0,2,8,1,1,538,25554.4,0
French,15742798,France,22,Female,150126.44,1,7,1,0,829,152107.93,1
Henderson,15596647,France,54,Male,69712.74,1,8,1,1,768,69381.05,0
Greenwood,15756070,Spain,44,Female,0,2,4,0,1,585,101728.46,0
Anderson,15775116,France,31,Male,0,2,3,0,0,581,89040.61,0
Mistry,15575428,Germany,35,Female,117438.92,2,2,1,1,682,16910.98,0
Tuan,15654074,France,38,Male,119315.75,1,8,1,0,653,150468.35,0
Fiorentini,15695872,France,30,Female,89571.59,1,1,1,1,712,177613.19,0
Scott,15568885,Germany,34,Female,102251.57,1,8,1,0,620,120672.09,0
Jideofor,15725036,France,42,Male,118546.71,1,9,0,1,709,77142.85,0
Yevseyev,15632665,France,61,Male,0,1,2,0,1,832,127804.66,1
Kelly,15571476,Spain,38,Male,103257.14,1,0,0,0,635,158344.63,0
Smith,15776850,Spain,43,Female,124209.02,1,1,1,1,749,167179.48,0
Ogle,15623649,Spain,32,Male,0,2,3,1,1,629,15404.64,0
Moss,15751131,Spain,41,Female,150302.84,1,7,1,1,836,156036.19,0
Loggia,15688128,Spain,34,Male,108653.93,1,8,0,1,542,144725.14,0
Nwankwo,15678412,France,45,Female,85325.93,1,8,0,0,645,22558.74,0
Allan,15770291,France,29,Female,0,2,8,0,0,844,147342.03,0
Woronoff,15583392,Germany,37,Male,135776.36,3,9,1,0,747,85470.45,1
Wolfe,15690731,France,40,Male,131411.24,1,6,1,1,645,194656.11,0
Henderson,15697948,Spain,36,Female,0,2,3,1,1,752,48505.1,0
Sutherland,15608328,Spain,41,Female,0,2,6,0,0,760,101491.23,0
Marsden,15766378,Germany,45,Female,106431.97,2,9,1,1,714,164117.69,0
Hyde,15600813,France,50,Male,90305.76,1,9,1,1,717,124626.57,0
Kao,15706217,Germany,28,Male,117466.03,2,7,1,1,645,34490.06,0
T'ang,15601417,France,32,Male,148884.47,2,3,1,1,681,90967.37,0
Crawford,15610972,Germany,44,Female,91115.76,2,4,0,0,681,24208.84,1
Dilibe,15674620,Germany,37,Female,77373.87,2,8,0,1,679,174873.09,0
Austin,15785350,Spain,23,Male,104744.89,1,7,1,0,528,170262.97,0
Santiago,15749119,France,31,Female,0,2,3,1,1,710,112289.06,0
Chibugo,15756535,Germany,39,Male,91538.51,1,5,1,1,733,93783,0
Toscano,15700965,France,32,Female,0,2,6,1,1,724,150026.79,0
Afanasyeva,15791851,France,34,Female,185734.75,1,0,1,1,726,102036.82,0
Sokolov,15717156,France,30,Male,143396.54,2,3,1,1,520,898.51,0
Wei,15740846,France,40,Male,125909.85,1,5,1,1,556,95124.4,0
Olisanugo,15573284,France,45,Female,0,2,2,0,0,579,11514.39,0
Gorman,15729083,France,36,Male,154525.7,1,2,0,1,674,27468.72,0
Priestley,15611612,France,29,Female,0,1,0,1,0,570,37092.43,0
Lloyd,15694381,France,51,Male,100654.8,1,8,1,0,631,171587.9,0
Salmond,15651737,Spain,44,Male,83325.77,1,1,0,1,623,80828.78,0
MacDonald,15663168,France,35,Male,110934.54,1,8,1,0,665,169287.99,0
Robertson,15643426,Spain,36,Female,113680.54,1,8,0,0,523,13197.44,0
Chukwumaobim,15618245,Germany,31,Male,117020.08,2,1,1,0,706,54439.53,0
Ifeanacho,15717527,France,49,Female,145359.99,1,9,1,0,619,38186.85,0
Li Fonti,15793478,Germany,39,Female,151391.68,1,8,1,0,593,27274.6,1
Ko,15642248,Spain,66,Male,123935.35,1,8,1,1,608,65758.19,0
Goloubev,15640377,France,36,Female,0,2,0,1,0,526,97767.63,0
Kruglov,15723950,Spain,40,Male,70291.02,1,2,1,1,684,115468.84,1
Liao,15590327,Germany,42,Female,166031.45,1,10,1,0,604,98293.14,0
White,15706199,Germany,36,Male,96643.32,1,6,0,0,636,182059.28,0
Sinclair,15671514,Spain,33,Female,0,2,8,0,1,669,128538.05,0
Fiorentini,15727041,France,71,Male,0,2,7,1,1,624,108841.83,0
Shen,15738063,France,29,Male,0,2,2,1,1,631,18581.84,0
Rapuokwu,15711733,France,48,Male,0,2,4,0,1,753,146821.42,0
Woronoff,15652320,France,40,Male,0,2,5,0,0,588,100727.68,0
Holden,15634180,Germany,26,Male,97268.1,2,4,1,0,729,39356.38,0
Roberts,15694566,France,42,Female,0,2,10,0,0,602,169921.11,1
Tsou,15726103,Germany,55,Female,76296.81,1,1,1,0,689,42364.75,1
Somerville,15646351,Spain,27,Male,0,2,7,1,0,486,28823.04,0
Greco,15730044,Germany,42,Female,64497.94,3,6,0,1,809,182436.81,1
Leonard,15795186,France,38,Male,0,1,5,1,0,562,115700.2,0
McKenzie,15784890,Spain,32,Female,0,2,8,1,0,763,16725.53,0
McElhone,15694125,France,57,Male,0,2,5,1,1,669,56875.76,0
Dipietro,15565891,France,39,Male,0,2,8,1,0,709,56214.09,0
Kerr,15674254,Spain,45,Female,0,2,4,1,1,554,193412.05,0
Hunter,15775206,France,37,Male,0,2,10,0,0,699,83263.04,0
Niehaus,15797627,Spain,54,Male,134249.7,1,0,0,1,732,13404.4,0
Craig,15649853,France,45,Female,0,1,3,1,1,625,184474.15,1
Barclay-Harvey,15610379,France,30,Male,105443.68,1,9,1,1,599,121124.53,0
Teng,15659800,Spain,50,Female,0,1,1,0,1,584,152567.75,1
Milani,15716236,France,35,Male,0,2,10,1,0,499,10722.54,0
Mistry,15672053,Spain,38,Male,0,2,2,0,0,526,58010.98,0
Jamieson,15663933,Germany,35,Female,86147.46,2,5,1,0,625,163440.8,1
Kay,15814236,Spain,38,Female,96939.06,1,1,1,1,537,102606.92,0
Ikedinachukwu,15583597,Spain,47,Male,106758.6,1,1,1,1,696,80591.18,0
Holt,15607395,France,33,Female,112528.65,2,9,1,0,679,177362.45,0
Nkemakolam,15694556,France,60,Male,116563.58,1,2,1,0,684,120257.7,1
Hartung,15744109,France,32,Male,0,1,4,1,1,850,180622.02,0
Ch'en,15800688,Spain,42,Female,0,2,7,0,0,495,130404.53,0
Baker,15810878,Spain,38,Female,141786.78,1,6,0,1,537,147797.54,0
Osinachi,15587835,France,41,Male,136416.82,1,3,0,1,850,57844.26,0
Shih,15763515,France,30,Male,0,2,5,1,0,513,162523.66,0
Feng,15725882,Germany,40,Female,133245.52,2,1,1,1,618,54495.82,0
Sternberg,15788022,Germany,41,Female,90757.64,2,4,0,1,802,169183.66,0
Adams,15663917,France,43,Male,92350.36,1,1,0,1,547,80262.91,0
Gray,15656865,Germany,69,Male,78778.49,1,9,0,1,613,8751.59,0
Shepherd,15667971,Germany,34,Female,102143.93,2,6,1,1,592,102628.98,0
Walton,15800366,France,29,Male,0,1,5,1,1,546,94823.95,0
Yang,15717231,Germany,37,Male,98459.6,1,4,0,0,721,90821.66,0
Barnett,15643188,Germany,47,Female,114603.76,2,7,1,0,671,153194.32,1
Romani,15671351,Spain,35,Male,0,2,2,1,0,624,87310.59,0
Greene,15573628,Germany,51,Female,148074.79,1,7,1,0,751,146411.41,1
Hart,15698953,Spain,36,Male,0,3,1,1,1,636,74048.1,1
Johnston,15753888,Spain,62,Female,108004.64,1,8,1,1,607,23386.77,1
Miller,15737961,Germany,29,Female,107712.57,2,0,1,1,509,92898.17,0
Robson,15801701,Spain,35,Male,0,2,9,1,1,653,45956.05,0
Wallace,15684419,Spain,37,Female,0,3,8,1,0,709,71738.56,0
Cross,15794266,France,32,Male,145303.52,1,9,1,0,559,103560.98,0
Marcum,15810711,Germany,37,Male,138476.41,2,4,1,1,684,52367.29,0
North,15771270,France,27,Female,127471.56,1,8,1,1,635,152916.05,1
Mao,15607786,France,26,Male,156551.63,1,6,0,1,709,4410.77,0
Calabrese,15624519,Germany,49,Female,97092.87,1,9,1,0,656,74771.22,1
Martin,15799910,France,32,Male,0,2,2,1,0,793,193817.63,1
Fleming,15602479,Spain,37,Male,129312.79,1,5,1,1,609,26793.82,0
Roberts,15617419,Germany,29,Female,100315.1,2,10,1,1,618,32526.64,0
Finch,15657603,France,35,Female,81684.97,1,6,1,0,850,824,0
Whitelegge,15570379,Spain,51,Male,88827.53,1,3,0,0,669,85250.77,1
Rooke,15772996,Germany,40,Male,152092.44,2,0,1,1,594,83508.93,0
Lu,15729574,Spain,71,Male,0,2,4,1,1,616,173599.38,0
Marcelo,15737267,France,49,Female,0,1,1,1,0,676,79342.31,1
Matthews,15799128,Spain,38,Female,102406.76,1,9,0,1,608,57600.66,0
Romani,15813327,France,21,Male,109130.96,2,4,1,1,710,56191.99,0
Scott,15711921,France,29,Male,0,2,5,1,1,695,6770.44,0
Mao,15654300,Germany,33,Male,75242.28,1,9,0,1,530,101694.67,0
